Date-Time,Area_A_Optimizer,Area_A_Wet_Bulb,Area_A_Relative_Humidity,Area_A_Temperature,Area_A_Compressor_Power,Area_A_Compressor_Stage
2017-11-06T01:14:00,0,72.89158734,42.7755,90.58607895,0.002927637,OFF
2017-11-06T01:16:00,0,72.83329375,42.70392683,90.54739024,0.003093151,OFF
2017-11-06T01:18:00,0,72.8874654,42.9746,90.4816,0.0029228,OFF
2017-11-06T01:20:00,0,72.81911946,43.09202439,90.33621951,0.0029228,OFF
2017-11-06T01:22:00,0,72.82599968,43.30509565,90.23968696,0.0029228,OFF
2017-11-06T01:24:00,0,72.69633794,43.24232258,90.10567742,0.0029228,OFF
2017-11-06T01:26:00,0,72.62420128,43.36745217,89.95245217,0.0029228,OFF
2017-11-06T01:28:00,0,72.5891914,43.48728099,89.84931405,0.0029228,OFF
2017-11-06T01:30:00,0,72.52800409,43.45085124,89.78941322,0.0029228,OFF
2017-11-06T01:32:00,0,72.56794308,43.6015678,89.76658475,0.0029228,OFF
2017-11-06T01:34:00,0,72.6289535,43.78797581,89.75325,0.0029228,OFF
2017-11-06T01:36:00,0,72.57497143,43.82845399,89.66522086,0.0029228,OFF
2017-11-06T01:38:00,0,72.56377761,43.88734969,89.62252147,0.0029228,OFF
2017-11-06T01:40:00,0,72.54858831,44.06985345,89.51514655,0.003118581,OFF
2017-11-06T01:42:00,0,72.43512721,44.10281818,89.3558595,0.0029228,OFF
2017-11-06T01:44:00,0,72.32760478,44.00598361,89.26647541,0.0029228,OFF
2017-11-06T01:46:00,0,72.34643794,44.07207692,89.25853846,0.0029228,OFF
2017-11-06T01:48:00,0,72.30985772,43.99634426,89.24867213,0.0029228,OFF
2017-11-06T01:50:00,0,72.37005871,44.19206612,89.23084298,0.0029228,OFF
2017-11-06T01:52:00,0,72.3641428,44.23718033,89.20177049,0.0029228,OFF
2017-11-06T01:54:00,0,72.17155359,44.14876667,89.00086667,0.0029228,OFF
2017-11-06T01:56:00,0,72.154061,44.29425424,88.90942373,0.0029228,OFF
2017-11-06T01:58:00,0,72.21687374,44.50345902,88.88921311,0.0029228,OFF
2017-11-06T02:00:00,0,72.17711926,44.55359829,88.81538462,0.0029228,OFF
2017-11-06T02:02:00,0,72.18699702,44.62172131,88.79559016,0.0029228,OFF
2017-11-06T02:04:00,0,72.12428145,44.54143478,88.7546087,0.002927004,OFF
2017-11-06T02:06:00,0,72.15612526,44.69365041,88.72278049,0.00301615,OFF
2017-11-06T02:08:00,0,72.19529719,44.82929412,88.70811765,0.002976676,OFF
2017-11-06T02:10:00,0,72.27562975,45.08069919,88.69087805,0.002958388,OFF
